name,price_usd,description,rating,review_count,product_url,source_url,scraped_at
Asus VivoBook E502NA-GO022T Dark Blue,399.99,"Asus VivoBook E502NA-GO022T Dark Blue, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",4,3,https://webscraper.io/test-sites/e-commerce/allinone/product/71,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo ThinkPad E31-80,404.23,"Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home",1,12,https://webscraper.io/test-sites/e-commerce/allinone/product/72,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire 3 A315-31 Black,408.98,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",4,10,https://webscraper.io/test-sites/e-commerce/allinone/product/73,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo V110-15ISK,409.63,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home",3,9,https://webscraper.io/test-sites/e-commerce/allinone/product/74,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire ES1-732 Black,410.46,"Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home",4,14,https://webscraper.io/test-sites/e-commerce/allinone/product/75,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus VivoBook 15 X540NA-GQ026T,410.66,"Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",4,4,https://webscraper.io/test-sites/e-commerce/allinone/product/76,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Packard 255 G2,416.99,"15.6"", AMD E2-3800 1.3GHz, 4GB, 500GB, Windows 8.1",2,2,https://webscraper.io/test-sites/e-commerce/allinone/product/31,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus EeeBook R416NA-FA014T,433.3,"Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd",1,1,https://webscraper.io/test-sites/e-commerce/allinone/product/77,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire 3 A315-51,436.29,"Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home",1,1,https://webscraper.io/test-sites/e-commerce/allinone/product/78,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire ES1-572 Black,436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/79,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Extensa 15 (2540) Black,439.73,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",4,6,https://webscraper.io/test-sites/e-commerce/allinone/product/80,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire ES1-572 Black,454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",1,9,https://webscraper.io/test-sites/e-commerce/allinone/product/81,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo V110-15ISK,454.73,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",2,2,https://webscraper.io/test-sites/e-commerce/allinone/product/82,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire A315-51-33TG,457.38,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",3,9,https://webscraper.io/test-sites/e-commerce/allinone/product/83,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo V110-15IKB,465.95,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",1,7,https://webscraper.io/test-sites/e-commerce/allinone/product/84,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus VivoBook 15 X540UA-DM260 Chocolate Black,468.56,"Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd",3,1,https://webscraper.io/test-sites/e-commerce/allinone/product/85,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire ES1-572 Black,469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",3,5,https://webscraper.io/test-sites/e-commerce/allinone/product/86,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo V510 Black,484.23,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",3,8,https://webscraper.io/test-sites/e-commerce/allinone/product/87,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire ES1-572 Black,485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",3,6,https://webscraper.io/test-sites/e-commerce/allinone/product/88,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo V510 Black,487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",2,9,https://webscraper.io/test-sites/e-commerce/allinone/product/89,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Swift 1 SF113-31 Silver,488.64,"Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home",3,4,https://webscraper.io/test-sites/e-commerce/allinone/product/90,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Vostro 15,488.78,"Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux",4,14,https://webscraper.io/test-sites/e-commerce/allinone/product/46,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire 3 A315-51 Black,494.71,"Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home",4,2,https://webscraper.io/test-sites/e-commerce/allinone/product/91,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Vostro 15 (3568) Red,497.17,"Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux",1,9,https://webscraper.io/test-sites/e-commerce/allinone/product/92,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo V510 Black,498.23,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",3,5,https://webscraper.io/test-sites/e-commerce/allinone/product/93,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
HP 250 G3,520.99,"15.6"", Core i5-4210U, 4GB, 500GB, Windows 8.1",2,13,https://webscraper.io/test-sites/e-commerce/allinone/product/42,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Spin 5,564.98,"Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home",2,0,https://webscraper.io/test-sites/e-commerce/allinone/product/47,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
HP 350 G1,577.99,"15.6"", Core i5-4200U, 4GB, 750GB, Radeon HD8670M 2GB, Windows",2,10,https://webscraper.io/test-sites/e-commerce/allinone/product/44,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Aspire E1-572G,581.99,"15.6"", Core i5-4200U, 8GB, 1TB, Radeon R7 M265, Windows 8.1",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/36,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Pavilion,609.99,"15.6"", Core i5-4200U, 6GB, 750GB, Windows 8.1",1,4,https://webscraper.io/test-sites/e-commerce/allinone/product/38,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire A515-51-5654,679.0,"Acer Aspire A515-51-5654, Black, 15.6"", FHD, Core i5-8250U, 8GB DDR4, 256GB SSD, Windows 10 Home, ENG",2,9,https://webscraper.io/test-sites/e-commerce/allinone/product/48,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Inspiron 15,679.0,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux",2,7,https://webscraper.io/test-sites/e-commerce/allinone/product/49,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus VivoBook S14,729.0,"Asus VivoBook S14 (S406UA-BV041T) Starry Grey, 14"", Core i5-8250U, 8GB, 256GB SSD, Windows 10 Home, Eng kbd",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/50,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
ProBook,739.99,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",4,8,https://webscraper.io/test-sites/e-commerce/allinone/product/34,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Inspiron 15,745.99,"Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,",3,12,https://webscraper.io/test-sites/e-commerce/allinone/product/39,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ROG STRIX GL553VD-DM256,799.0,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",2,7,https://webscraper.io/test-sites/e-commerce/allinone/product/51,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Nitro 5 AN515-51,809.0,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",1,0,https://webscraper.io/test-sites/e-commerce/allinone/product/52,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ROG STRIX GL553VD-DM256,899.0,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",1,7,https://webscraper.io/test-sites/e-commerce/allinone/product/53,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo ThinkPad L570,999.0,"Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro",3,11,https://webscraper.io/test-sites/e-commerce/allinone/product/54,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
ThinkPad Yoga,1033.99,"12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,",2,13,https://webscraper.io/test-sites/e-commerce/allinone/product/37,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo ThinkPad L460,1096.02,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro",4,14,https://webscraper.io/test-sites/e-commerce/allinone/product/94,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Inspiron 15 (7567) Black,1098.42,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 4GB, Windows 10 Home",1,7,https://webscraper.io/test-sites/e-commerce/allinone/product/95,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GL72M 7RDX,1099.0,"MSI GL72M 7RDX, 17.3"" FHD, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",4,1,https://webscraper.io/test-sites/e-commerce/allinone/product/96,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GL72M 7RDX,1099.0,"Asus ROG Strix GL553VD-DM535T, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home, Eng kbd",1,9,https://webscraper.io/test-sites/e-commerce/allinone/product/97,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus ROG Strix GL553VD-DM535T,1101.83,"Apple MacBook Air 13.3"", Core i5 1.8GHz, 8GB, 128GB SSD, Intel HD 4000, RUS",2,4,https://webscraper.io/test-sites/e-commerce/allinone/product/98,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5280,1102.66,"Dell Latitude 5280, 12.5"" HD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",1,8,https://webscraper.io/test-sites/e-commerce/allinone/product/99,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",3,4,https://webscraper.io/test-sites/e-commerce/allinone/product/100,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Legion Y520-15IKBM,1112.91,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home",4,1,https://webscraper.io/test-sites/e-commerce/allinone/product/101,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Toshiba Portege Z30-C-16J Grey,1114.55,"Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro",1,0,https://webscraper.io/test-sites/e-commerce/allinone/product/102,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Predator Helios 300 (PH317-51),1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",2,1,https://webscraper.io/test-sites/e-commerce/allinone/product/103,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Aspire 7 A715-71G,1123.87,"Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home",2,4,https://webscraper.io/test-sites/e-commerce/allinone/product/104,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Inspiron 17 2in1 (7779) Silver,1124.2,"Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home",3,10,https://webscraper.io/test-sites/e-commerce/allinone/product/105,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",4,14,https://webscraper.io/test-sites/e-commerce/allinone/product/106,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Legion Y520,1133.91,"Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home",1,13,https://webscraper.io/test-sites/e-commerce/allinone/product/107,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Asus AsusPro Advanced BU401LA-FA271G Dark Grey,1139.54,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG",3,7,https://webscraper.io/test-sites/e-commerce/allinone/product/108,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Nitro 5 AN515-51,1140.62,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",3,14,https://webscraper.io/test-sites/e-commerce/allinone/product/109,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",4,5,https://webscraper.io/test-sites/e-commerce/allinone/product/110,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Inspiron 15 (7567) Black,1144.2,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/111,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5580,1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",3,10,https://webscraper.io/test-sites/e-commerce/allinone/product/112,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Legion Y520-15IKBM,1149.0,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS",3,11,https://webscraper.io/test-sites/e-commerce/allinone/product/55,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GP62M 7RDX Leopard,1149.0,"MSI GP62M 7RDX Leopard, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",1,11,https://webscraper.io/test-sites/e-commerce/allinone/product/113,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Yoga 720 Grey,1149.73,"Lenovo Yoga 720 Grey, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",2,12,https://webscraper.io/test-sites/e-commerce/allinone/product/114,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Toshiba Portege Z30-C-16L Grey,1154.04,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro",1,7,https://webscraper.io/test-sites/e-commerce/allinone/product/115,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer TravelMate P645-S-511A Black,1170.1,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro",1,0,https://webscraper.io/test-sites/e-commerce/allinone/product/116,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5580,1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",3,6,https://webscraper.io/test-sites/e-commerce/allinone/product/117,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
ThinkPad T540p,1178.99,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/33,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GS63 7RD Stealth,1179.0,"MSI GS63 7RD Stealth, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, DOS + Windows 10 Home",1,2,https://webscraper.io/test-sites/e-commerce/allinone/product/118,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Dell Latitude 5480,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",3,5,https://webscraper.io/test-sites/e-commerce/allinone/product/119,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Acer Predator Helios 300 (PH317-51),1187.98,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",3,14,https://webscraper.io/test-sites/e-commerce/allinone/product/120,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GL62M 7REX,1199.0,"MSI GL62M 7REX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",1,7,https://webscraper.io/test-sites/e-commerce/allinone/product/121,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
MSI GL62M 7REX2,1199.0,"MSI GL62M 7REX2, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",2,12,https://webscraper.io/test-sites/e-commerce/allinone/product/122,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
Lenovo Yoga 910 Grey,1199.73,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",3,7,https://webscraper.io/test-sites/e-commerce/allinone/product/123,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops,2026-06-30 23:10:00.790111
